date,variable,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
2020-07-02,R,NA,estimate,0.8786250758274616,0.8786265937265292,0.04171321790707298,0.8089600124565889,0.8512829760462852,0.866984959561375,0.8882919396363593,0.9066447805577942,0.9463380964320467
2020-07-03,R,NA,estimate,0.8786348498964324,0.8790857119360906,0.04264796104697225,0.8094349216821639,0.8512727622175582,0.8674027425096267,0.8885553569143595,0.9071925842583459,0.9489158633017329
2020-07-04,R,NA,estimate,0.8841163393076104,0.8841860045866938,0.042797611683337636,0.8125844362605347,0.8558689480765455,0.872917846503845,0.8941510858685148,0.9127451390403308,0.9557829917216006
2020-07-05,R,NA,estimate,0.8944003702787658,0.8941293405019425,0.04216621045900823,0.8238015264211189,0.8670014871044853,0.8839494284140437,0.903974276646186,0.9224570742333282,0.9636353394662932
2020-07-06,R,NA,estimate,0.9092340565430517,0.9089602226198068,0.04089474021455421,0.8373103587625991,0.8832643715665685,0.8996169558085324,0.9193192170424829,0.9358607266230355,0.9759721587451734
2020-07-07,R,NA,estimate,0.9297236486710392,0.9285584538754459,0.03930333684335452,0.8580949137642373,0.9036418025297187,0.9202650222556434,0.9395790114312732,0.9535824843609912,0.9919274760796418
2020-07-08,R,NA,estimate,0.9536812217382479,0.9526322807158115,0.03793655235487042,0.8869397072496219,0.9285838058836133,0.9450760146249929,0.9619947171841294,0.9782232366362323,1.012568995574021
2020-07-09,R,NA,estimate,0.9803457508697797,0.9807159614690841,0.037567963471199436,0.9193281790998867,0.9557461668879229,0.9710118416754123,0.9893440919662524,1.0055160102827443,1.0416034020463787
2020-07-10,R,NA,estimate,1.011884470320179,1.0121773680241497,0.03907973521185882,0.9505020866890007,0.9845477123774573,1.0015368045020272,1.021352498325259,1.0373566999869395,1.0791893066146359
2020-07-11,R,NA,estimate,1.0454923054150111,1.0462411357463677,0.04319794660021338,0.9792835893838038,1.0162958719285449,1.0335117992368401,1.0559223464683176,1.0739255598335926,1.1190356957178558
2020-07-12,R,NA,estimate,1.0811391388797778,1.082030364902435,0.05029663389499343,1.001031452452588,1.0475781615355175,1.0681186170244381,1.0936000484439883,1.1149291286373615,1.1675024803405163
2020-07-13,R,NA,estimate,1.1187188215287587,1.1186252063739923,0.06047401219531995,1.0206190338458032,1.077539568009151,1.1038371275699355,1.1330889772643251,1.1579075522022593,1.2187969688473645
2020-07-14,R,NA,estimate,1.155992851492749,1.1551312617674818,0.07374040077352861,1.0365914182915186,1.1051221031432346,1.1357605012786116,1.1719892237341756,1.2018636339716728,1.2754102043278799
2020-07-15,R,NA,estimate,1.1879123574934045,1.1907467782733647,0.09009561836635076,1.04896884882049,1.125644387787337,1.1654692821547759,1.211059819908909,1.2481349629208334,1.3421685010989541
2020-07-16,R,NA,estimate based on partial data,1.218159725678627,1.2248169815262913,0.10949823788833707,1.055264180811674,1.1480229474816053,1.1907037187730212,1.2499200847571923,1.298682473071636,1.4101961334072688
2020-07-17,R,NA,estimate based on partial data,1.2477653025545075,1.2568669378637576,0.13181754887345212,1.0616221259697511,1.1634372027873785,1.2140417859067896,1.284334513505815,1.3420537777393768,1.4833184385922957
2020-07-18,R,NA,estimate based on partial data,1.2742506642493803,1.2866096562000118,0.15681604805709257,1.056336018150256,1.174636626113305,1.2319926955526834,1.3157584844284953,1.3826936426164922,1.5665964816567657
